amount,log_amount,amount_zscore,amount_vs_user_avg,amount_vs_user_std,is_high_amount,is_very_high_amount,user_tx_count,user_tx_last_hour,user_tx_last_day,velocity_ratio,hour,day_of_week,is_weekend,is_night,is_business_hours,merchant_risk_score,is_high_risk_location,is_high_risk_category,is_new_merchant,amount_x_merchant_risk,amount_x_night,is_fraud,user_id,merchant_Amazon,merchant_Casino Royal,merchant_CryptoBridge,merchant_McDonald's,merchant_Netflix,merchant_PawnShop Plus,merchant_Shell Gas,merchant_Starbucks,merchant_Target,merchant_Uber,merchant_Unknown Vendor,merchant_Walmart,merchant_Wire Transfer Co,category_clothing,category_crypto,category_electronics,category_food,category_gambling,category_healthcare,category_retail,category_travel,category_utilities,"location_Austin, US","location_Chicago, US","location_New York, US","location_San Francisco, US","location_Seattle, US",location_Unknown Location,location_anonymous,location_offshore
-0.8854939826074437,-0.8197464180957187,-0.8854764792441643,-0.43573309852896547,-0.552205276150808,-0.7548898679382681,0.0,-0.5395234556704642,1.306831927704176,-0.28915201665176565,1.7102363110605425,-0.18284153573745998,0.9018417028122651,-0.43372665571900015,-0.9391792781128837,-0.5686253632272635,-0.9638226601876608,-0.8579691784155834,-0.826741606248097,1.1552620266392177,-0.6900624115604842,-0.5916292246728186,0,USR-0103,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.08053087231326998,0.26597844096832224,-0.08056380119935927,-0.5242306609841895,-1.8460485817763121,-0.7548898679382681,0.0,1.4588788306408442,1.306831927704176,-0.7915396903710497,-0.4213971028473779,-0.3698598130004602,0.9018417028122651,-0.43372665571900015,1.0647594376329563,-0.5686253632272635,-0.3089488340693499,-0.8579691784155834,-0.826741606248097,1.1552620266392177,-0.21344207686816175,0.5268610801907684,0,USR-0180,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.1961261720843335,-1.7707270814204565,-1.1961421760887332,-0.4062489157170775,-0.8797974875980094,-0.7548898679382681,0.0,-0.6411371312456156,-1.2082907124686852,0.7156233307868023,-0.8660417107892846,0.7522498505775413,0.9018417028122651,-0.43372665571900015,-0.9391792781128837,1.758627146570541,-0.3715306331523285,-0.8579691784155834,-0.826741606248097,-0.8656044922632039,-0.7860843120782932,-0.5916292246728186,0,USR-0093,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.23153589281607598,0.12170814394884512,-0.23153525214974371,1.2690828642720005,0.1997265214943752,-0.7548898679382681,0.0,-0.5225878430746057,1.306831927704176,1.7203986782253702,-0.9303420626090385,-0.5568780902634605,-0.17348624171746274,-0.43372665571900015,1.0647594376329563,-0.5686253632272635,1.6202841269469936,1.1655430348287172,-0.826741606248097,-0.8656044922632039,0.5885082725145862,0.3524361296818225,0,USR-0015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-0.9694844444667584,-1.014279433711903,-0.9694837043952226,-0.09722767143675559,1.0058494699375906,-0.7548898679382681,0.0,-0.6072659060538984,-1.4017616847896746,-1.2939273640903335,-0.7485272747049063,1.3133046823665422,0.36417773054740116,-0.43372665571900015,-0.9391792781128837,1.758627146570541,-1.1992494281664847,-0.8579691784155834,-0.826741606248097,-0.8656044922632039,-0.713230486394723,-0.5916292246728186,0,USR-0107,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
-0.4618344849603798,-0.13624865124323476,-0.4618170386660634,-0.6212808871558391,0.4905996926264616,-0.7548898679382681,0.0,-1.115334283929655,0.33947706609922934,2.55771146775751,1.978182869969915,-0.9309146447894611,-0.7111502139823267,-0.43372665571900015,1.0647594376329563,-0.5686253632272635,2.451355518340595,-0.8579691784155834,1.2095677687472157,1.1552620266392177,0.4936029057237285,0.08637993850551044,1,USR-0072,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
-0.8216498248609786,-0.6897652729965027,-0.8216658793091351,-0.18149391605332701,-1.2373644258330596,-0.7548898679382681,0.0,0.9677460653609463,-0.04746487854274931,-1.1264648061839055,-1.2066459616753558,0.19119501878854056,1.439505675077129,2.305599590927317,-0.9391792781128837,-0.5686253632272635,1.1915243010868255,-0.8579691784155834,-0.826741606248097,1.1552620266392177,-0.4071606784942067,-0.5916292246728186,0,USR-0189,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-1.2566321828545648,-2.084085676163022,-1.2566649533141763,-0.7667211843546329,0.6156652961057628,-0.7548898679382681,0.0,-0.6919439690331912,-1.4017616847896746,-0.9590022482774776,3.247986899938268,1.3133046823665422,-0.7111502139823267,-0.43372665571900015,-0.9391792781128837,1.758627146570541,1.055930403073705,1.1655430348287172,-0.826741606248097,-0.8656044922632039,-0.9811985808630271,-0.5916292246728186,1,USR-0021,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-1.2347748687337963,-1.9616251373376268,-1.2347908675320314,1.2657068128049906,-1.1793869937565622,-0.7548898679382681,0.0,-0.8782357075876351,-0.24093585086373864,-0.28915201665176565,0.00977342606598588,0.37821329605154086,0.36417773054740116,-0.43372665571900015,-0.9391792781128837,1.758627146570541,-0.8133283338214505,-0.8579691784155834,1.2095677687472157,-0.8656044922632039,-0.758868802483856,-0.5916292246728186,0,USR-0103,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.6438484981185173,1.277499984797324,1.6438656607672537,0.10839636991393785,-0.8153912654341182,1.324696545114812,0.0,-0.5564590682663229,0.9198899830621974,-0.7915396903710497,0.056506307759918675,-1.1179329220524614,-0.7111502139823267,-0.43372665571900015,1.0647594376329563,-0.5686253632272635,0.7039077832319511,1.1655430348287172,1.2095677687472157,-0.8656044922632039,2.2024577748226437,2.519181626004061,0,USR-0122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
