user_id,amount,merchant,category,location,hour,day_of_week,is_weekend,is_night,log_amount,amount_zscore,is_high_amount,is_very_high_amount,is_high_risk_merchant,is_high_risk_category,is_high_risk_location,merchant_risk_score,velocity_ratio,amount_vs_user_avg,amount_vs_user_std,is_new_merchant,user_tx_count,user_tx_last_hour,user_tx_last_day,is_business_hours,amount_x_merchant_risk,amount_x_night,is_fraud
USR-0100,68.15,Starbucks,utilities,"Chicago, US",10,4,0,0,4.2363,-0.4546,0,0,0,0,0,0.03714469540516875,1.4763327094232794,-0.8871768419457995,0.4439975445336495,0,414,1,2,1,0,0,0
USR-0089,185.53,Amazon,retail,"San Francisco, US",12,5,1,0,5.2286,-0.1612,0,0,0,0,0,0.06533353663762796,1.4177793420835691,-0.7210122786959163,-0.4157107029295637,0,464,2,3,0,0,0,0
USR-0018,145.89,Target,healthcare,"New York, US",12,6,1,0,4.9897,-0.2603,0,0,0,0,0,0.19028825207813332,1.948448049611839,0.6167946962329223,-0.39077246165325863,0,53,1,4,0,0,0,0
USR-0035,190.35,Starbucks,retail,"Tokyo, JP",19,6,1,0,5.2541,-0.1491,0,0,0,0,0,0.1827708763949686,0.8881699724000254,0.32504456870796394,-0.3765778478211781,0,390,1,4,0,0,0,0
USR-0040,248.87,Starbucks,retail,"New York, US",15,5,1,0,5.5209,-0.0028,0,0,0,0,0,0.17046143124884877,1.6209801652060714,0.07938426477815952,0.17350233132769644,0,217,0,9,0,0,0,0
USR-0136,167.33,Uber,food,"Miami, US",8,0,0,0,5.1259,-0.2067,0,0,0,0,0,0.011049202253484457,1.7231921426822512,0.41371468769523423,0.4580143360819746,0,289,2,5,0,0,0,0
USR-0048,235.95,Delta Airlines,retail,"San Francisco, US",16,0,0,0,5.4678,-0.0351,0,0,0,0,0,0.08045546791767061,1.5032618789954109,0.3318447132349933,0.18259557541545424,0,214,2,3,1,0,0,0
USR-0142,175.7,Target,food,"Tokyo, JP",12,1,0,0,5.1745,-0.1857,0,0,0,0,0,0.10382116330923424,1.284099244072991,-0.14491796328290074,-0.9491617465118096,0,461,2,7,1,0,0,0
USR-0029,521.13,Starbucks,healthcare,"Seattle, US",12,2,0,0,6.2579,0.6778,0,0,0,0,0,0.05347165144340827,0.6154698647431895,-0.42049709417246395,-0.6775574254919912,0,66,1,9,1,0,0,0
USR-0190,3118.92,Best Buy,crypto,"New York, US",3,0,0,1,8.0456,7.1723,1,0,0,1,0,0.6385181735846869,4.595546137793592,4.562646731757538,5.272059063689973,0,359,8,17,0,0,0,1
